,squirrel_id,X,grid_year,grid,yearn,experiment,mid,locx,locy,litter,nest,n_pups,date,julian_date,year,t_return,return_lat,t_move,m_return,observer,nest_type,cones_counts,mustelid_tracks,LRS,ARS,mom_age,predator,locX,month,locY,local.density,scaled_lat,males,dist,age_sq,litter_id,average_growth,oft1,mis1
557,21382,766,KL_2017,KL,2017,control,"-3,13",-3,13,1,1,3,5/20/17,140,nonmast,60,60,65,y,nKP/ARM,wb,1.142857143,19,0,0,3,low predator,-3,5,13,3.390282811,-1.904140018,1.506792361,0,9,7832,NA,-1.91475508,1.327544002
558,21396,195,KL_2017,KL,2017,control,C.9,C.5,9,1,2,3,6/7/17,158,nonmast,NA,420,NA,n,MMS/MJD,wb,1.142857143,19,0,0,3,low predator,8.5,6,9,0,0.735397158,0,5.015974482,9,7833,NA,0.796675712,2.480179577
559,21396,61,KL_2016,KL,2016,control,C8.,C.0,8.5,1,2,3,5/25/16,146,nonmast,NA,420,NA,n,FVK,wb,0,32,0,0,2,low predator,3,5,8.5,3.578631857,0.735397158,1.318443316,1.029563014,4,6665,NA,0.796675712,2.480179577
560,21396,51,KL_2016,KL,2016,control,C8.,C.0,8.5,1,1,3,4/30/16,121,nonmast,NA,420,NA,n,yS,NA,0,19,0,0,3,low predator,3,4,8.5,0,0.735397158,0,1.029563014,9,6665,NA,0.796675712,2.480179577
561,21396,199,KL_2017,KL,2017,control,C.9,C.5,9,1,1,3,5/15/17,135,nonmast,246,246,275,y,MMS/MJD,grass,1.142857143,32,0,0,2,low predator,8.5,5,9,4.143678992,-0.540379144,2.260188541,5.015974482,4,7833,NA,0.796675712,2.480179577
563,21465,672,JO_2019,JO,2019,rattle,T.1,T.5,1,1,1,3,6/1/19,152,mast,NA,420,NA,n,SRT/LSM,underground,0.452380952,32,1,0,2,low predator,25.5,6,1,0,0.735397158,0,4.901020302,4,9116,NA,0.317029146,-1.023456364
564,21465,517,JO_2016,JO,2016,preg GC,Q4,Q.0,4,1,1,3,4/9/16,100,nonmast,NA,420,NA,n,CFH,wb,0,22,1,0,5,low predator,17,4,4,0,0.735397158,0,1.9,25,7038,NA,0.317029146,-1.023456364
565,21465,670,JO_2019,JO,2019,rattle,T.1,T.5,1,2,1,4,8/13/19,225,mast,NA,420,NA,n,SRT/LKE,underground,0.452380952,22,1,0,5,low predator,25.5,8,1,0,0.735397158,0,4.901020302,25,9373,NA,0.317029146,-1.023456364
566,21465,515,JO_2017,JO,2017,preg control,Q4,Q.0,4,1,1,3,4/20/17,110,nonmast,335,335,362,y,LEP/AJM,grass,0.294117647,19,1,1,3,low predator,17,4,4,0,0.112173102,0,1.9,9,7834,NA,0.317029146,-1.023456364
567,21465,671,JO_2019,JO,2019,rattle,T.1,T.5,1,1,2,3,6/27/19,178,mast,NA,NA,NA,NA,LSM/SRT,wbr,0.452380952,22,1,0,5,low predator,25.5,6,1,0,NA,0,4.901020302,25,9116,NA,0.317029146,-1.023456364
568,21465,516,JO_2016,JO,2016,preg GC,Q4,Q.0,4,1,2,3,5/1/16,122,nonmast,NA,420,NA,n,"JGR, EBC",grass,0,19,1,1,3,low predator,17,5,4,2.825235676,0.735397158,1.695141406,1.9,9,7038,NA,0.317029146,-1.023456364
569,21465,521,JO_2017,JO,2017,preg control,Q4,Q.0,4,1,2,3,5/15/17,135,nonmast,242,242,260,y,ARM/JGP/nKP,grass,0.294117647,32,1,0,2,low predator,17,5,4,2.448537586,-0.569707335,1.13009427,1.9,4,7834,NA,0.317029146,-1.023456364
570,21488,139,SU_2017,SU,2017,control,G11,G.0,11,1,2,3,6/10/17,161,nonmast,NA,420,NA,n,nKP/ARM,grass,1.542168675,19,NA,0,3,low predator,7,6,11,0,0.735397158,0,0,9,7935,NA,-2.409124266,2.46594497
571,21488,140,SU_2017,SU,2017,control,G11,G.0,11,1,1,3,5/17/17,137,nonmast,NA,420,NA,n,MJD/MCS,grass,1.542168675,19,NA,0,3,low predator,7,5,11,2.448537586,0.735397158,1.506792361,0,9,7935,NA,-2.409124266,2.46594497
573,21578,52,KL_2017,KL,2017,control,C2.,C.0,2.5,1,2,2,6/12/17,163,nonmast,NA,420,NA,n,MMS/ZCF,cavity,1.142857143,19,1,0,2,low predator,3,6,2.5,0,0.735397158,0,0.2,4,8138,1.711111111,-0.219631655,2.517527413
574,21578,53,KL_2017,KL,2017,control,C2.,C.0,2.5,1,1,2,5/14/17,134,nonmast,305,305,365,y,MCS/JBF,wb,1.142857143,19,1,0,2,low predator,3,5,2.5,2.448537586,-0.107788329,1.318443316,0.2,4,8138,1.711111111,-0.219631655,2.517527413
575,21583,674,AG_2017,AG,2017,food,U.12,U.5,12,1,2,3,5/9/17,129,nonmast,NA,420,NA,n,SWK/MJT/nMI,wb,1.563492063,19,NA,1,3,low predator,26.5,5,12,0,0.735397158,0,5.003998401,9,8026,NA,1.03132492,2.608787838
576,21583,675,AG_2017,AG,2017,food,U.12,U.5,12,1,1,3,4/16/17,106,nonmast,300,300,360,y,NA,grass,1.563492063,19,NA,1,3,low predator,26.5,4,12,0,-0.144448568,0,5.003998401,9,8026,NA,1.03132492,2.608787838
589,21907,744,SU_2017,SU,2017,control,"-2,20",-2,20,1,1,3,5/16/17,136,nonmast,NA,420,NA,n,SWK,wb,1.542168675,19,1,1,3,low predator,-2,5,20,1.506792361,0.735397158,0.75339618,0.632455532,9,7938,NA,1.660919464,1.771951802
590,21907,743,SU_2017,SU,2017,control,"-2,20",-2,20,1,2,3,6/7/17,158,nonmast,238,238,272,y,nMI,wb,1.542168675,19,1,1,3,low predator,-2,6,20,0,-0.599035526,0,0.632455532,9,7938,NA,1.660919464,1.771951802
592,21910,62,KL_2017,KL,2017,control,C17,C.0,17,1,1,3,5/21/17,141,nonmast,NA,420,NA,n,ZCF/MJD,wb,1.142857143,32,0,0,2,low predator,3,5,17,2.825235676,0.735397158,1.318443316,0.2,4,7842,NA,0.887373432,2.215769797
593,21910,54,KL_2017,KL,2017,control,C17,C.0,17,1,2,3,6/11/17,162,nonmast,49,49,60,y,MCS/MJD,grass,1.142857143,19,0,0,3,low predator,3,6,17,0,-1.984792543,0,0.2,9,7842,NA,0.887373432,2.215769797
594,21910,55,KL_2016,KL,2016,control,C17.,C.0,17.5,1,2,2,5/12/16,133,nonmast,NA,420,NA,n,CFH,NA,0,19,0,0,3,low predator,3,5,17.5,2.071839496,0.735397158,1.13009427,0.3,9,6684,NA,0.887373432,2.215769797
595,21910,63,KL_2016,KL,2016,control,C17.,C.0,17.5,1,1,2,4/17/16,108,nonmast,300,300,360,y,SBS,NA,0,32,0,0,2,low predator,3,4,17.5,0,-0.144448568,0,0.3,4,6684,NA,0.887373432,2.215769797
596,21921,608,SU_2017,SU,2017,control,T11,T.0,11,1,1,3,5/1/17,121,nonmast,NA,420,NA,n,MMS/HLS,wb,1.542168675,19,0,0,3,low predator,20,5,11,1.13009427,0.735397158,0.941745225,0.141421356,9,7844,NA,-0.466631746,2.251950434
605,21944,57,BT_2019,BT,2019,chickadee,C2.,C.0,2.5,1,1,4,6/26/19,177,mast,NA,420,NA,n,LSM/SRT,wbr,NA,22,3,3,5,low predator,3,6,2.5,0,0.735397158,0,NA,25,9120,NA,2.905314239,2.053238481
627,21984,639,SU_2017,SU,2017,control,U1,U.0,1,1,1,3,5/9/17,129,nonmast,234,234,NA,y,MCS/MJD,grass,1.542168675,19,1,0,3,low predator,21,5,1,0.75339618,-0.628363717,0.565047135,0.223606798,9,8056,NA,-2.02948761,-2.365570896
628,21984,640,SU_2016,SU,2016,control,U1,U.0,1,1,2,3,5/17/16,138,nonmast,NA,420,NA,n,FVK,NA,0,19,1,0,3,low predator,21,5,1,1.318443316,0.735397158,0.941745225,0.223606798,9,6700,NA,-2.02948761,-2.365570896
629,21984,645,SU_2017,SU,2017,control,U1,U.0,1,1,2,3,6/3/17,154,nonmast,270,270,NA,y,nKP/ARM,wb,1.542168675,32,1,1,2,low predator,21,6,1,0,-0.364409999,0,0.223606798,4,8056,NA,-2.02948761,-2.365570896
630,21984,646,SU_2016,SU,2016,control,U1,U.0,1,1,1,3,4/22/16,113,nonmast,300,300,360,y,SWK,grass,0,32,1,1,2,low predator,21,4,1,0,-0.144448568,0,0.223606798,4,6700,NA,-2.02948761,-2.365570896
641,22008,780,KL_2017,KL,2017,control,-59,-5,9,1,2,3,5/31/17,151,nonmast,245,245,262,y,SWK/ZCF,wb,1.142857143,19,1,1,3,low predator,-5,5,9,2.825235676,-0.547711192,1.318443316,0.5,9,7850,NA,1.410323267,0.178583604
642,22008,781,KL_2017,KL,2017,control,-59,-5,9,1,1,3,5/6/17,126,nonmast,NA,420,NA,n,nMI/MCS,grass,1.142857143,19,1,1,3,low predator,-5,5,9,2.825235676,0.735397158,1.318443316,0.5,9,7850,NA,1.410323267,0.178583604
643,22009,490,KL_2017,KL,2017,control,K.0.,K.5,0.5,1,2,3,6/7/17,158,nonmast,206,206,351,y,SWK,wb,1.142857143,19,NA,NA,NA,low predator,16.5,6,0.5,0,-0.833661053,0,NA,NA,7851,1.4,-2.394800562,0.230231723
644,22009,491,KL_2017,KL,2017,control,K.0.,K.5,0.5,1,1,3,5/23/17,143,nonmast,155,155,NA,y,ZCF/MJD,wb,1.142857143,19,NA,NA,NA,low predator,16.5,5,0.5,1.13009427,-1.207595486,0.75339618,NA,NA,7851,1.4,-2.394800562,0.230231723
646,22016,786,KL_2017,KL,2017,control,-515,-5,15,1,1,2,5/4/17,124,nonmast,NA,420,NA,n,HLS/MJD,wb,1.142857143,32,NA,0,1,low predator,-5,5,15,2.260188541,0.735397158,1.13009427,0.7,1,7947,NA,-0.406385484,1.223715378
647,22016,783,KL_2016,KL,2016,control,-515,-5,15,1,1,2,4/20/16,111,nonmast,NA,420,NA,n,JGR,NA,0,19,NA,1,2,low predator,-5,4,15,0,0.735397158,0,0.7,4,6708,NA,-0.406385484,1.223715378
648,22016,782,KL_2017,KL,2017,control,-515,-5,15,1,2,2,5/28/17,148,nonmast,238,238,255,y,ZCF/HLS,wb,1.142857143,19,NA,1,2,low predator,-5,5,15,2.260188541,-0.599035526,1.13009427,0.7,4,7947,NA,-0.406385484,1.223715378
649,22016,787,KL_2016,KL,2016,control,-515,-5,15,1,2,2,5/22/16,143,nonmast,NA,420,NA,n,MMS,grass,0,32,NA,0,1,low predator,-5,5,15,2.260188541,0.735397158,1.13009427,0.7,1,6708,NA,-0.406385484,1.223715378
654,22028,203,BT_2021,BT,2021,chickadee,B3.,B.6,4,1,1,2,6/17/21,168,nonmast,NA,420,NA,n,MDM/DKZ,bucket,NA,305,NA,NA,3,high predator,8.6,6,4,0,0.735397158,0,NA,9,9825,NA,-0.587364845,2.372418206
655,22028,42,BT_2021,BT,2021,chickadee,B3.,B.0,3.3,1,2,2,7/11/21,192,nonmast,NA,420,NA,n,MDM/SEL,grass,NA,36,NA,0,2,low predator,2,7,3.3,0,0.735397158,0,NA,4,9825,NA,-0.587364845,2.372418206
656,22028,825,BT_2022,BT,2022,NA,B.4,NA,NA,1,1,3,6/14/22,NA,mast,60,60,NA,y,NA,NA,NA,36,NA,0,2,low predator,NA,6,NA,0,-1.904140018,0,NA,4,NA,NA,-0.587364845,2.372418206
675,22117,595,KL_2017,KL,2017,control,n.2.,n.5,2.5,1,2,2,5/27/17,147,nonmast,38,38,62,y,HLS/MJD,wb,1.142857143,19,NA,0,2,low predator,19.5,5,2.5,0.75339618,-2.065445068,0.75339618,5,4,7861,NA,-2.128934871,-2.449429418
676,22117,596,KL_2017,KL,2017,control,n.2.,n.5,2.5,1,1,2,5/2/17,122,nonmast,252,252,252,y,MCS/AJM,wb,1.142857143,19,NA,0,2,low predator,19.5,5,2.5,0.75339618,-0.496386858,0.75339618,5,4,7861,NA,-2.128934871,-2.449429418
697,22200,467,AG_2017,AG,2017,food,P3,P.0,3,1,1,2,5/10/17,130,nonmast,150,150,169,y,nMI/MMS,grass,1.563492063,19,NA,0,1,low predator,16,5,3,3.201933766,-1.244255724,1.13009427,0.4,1,7867,NA,-0.512688262,0.867707696
722,22602,617,JO_2019,JO,2019,rattle,T13,T.0,13,2,1,6,7/14/19,195,mast,240,240,NA,y,SRT/AnD,grass,0.452380952,22,NA,NA,3,low predator,20,7,13,0,-0.58437143,0,NA,9,9321,NA,-0.869384885,0.942619868
724,22978,98,SU_2021,SU,2021,control,0.3,A.4,1,1,2,3,6/7/21,158,nonmast,NA,420,NA,n,MDM,grass,7.554216867,36,NA,0,4,low predator,5.4,6,1,0,0.735397158,0,5.292447449,16,9876,NA,0.545431143,-2.487401242
728,23201,218,JO_2019,JO,2019,rattle,I5,I.0,5,1,1,1,6/25/19,176,mast,NA,420,NA,n,LKE,underground,0.452380952,22,NA,NA,2,low predator,9,6,5,0,0.735397158,0,0,4,9173,NA,2.123712828,2.268444337
729,23201,353,JO_2019,JO,2019,rattle,G.9,G.5,9,2,1,4,8/19/19,231,mast,60,60,60,y,MCK,wbr,0.452380952,22,NA,NA,2,low predator,12.5,8,9,0.188349045,-1.904140018,0,5,4,9382,NA,2.123712828,2.268444337
730,23201,819,JO_2020,JO,2020,rattle,G.10,NA,10.7,1,1,3,3/30/20,90,nonmast,NA,420,NA,n,AMS,NA,374.2142857,13,NA,0,3,low predator,NA,3,10.7,0,0.735397158,0,NA,9,9695,NA,2.123712828,2.268444337
740,23856,821,RR_2019,RR,2019,rattle,B9/C8,NA,NA,2,1,5,7/22/19,203,mast,NA,420,NA,n,AnD,grass,NA,22,NA,NA,NA,low predator,NA,7,NA,0,0.735397158,0,NA,NA,9330,NA,0.93780363,1.438964919
747,23894,790,SU_2019,SUX,2019,chickadee,-5.16,-5.5,16,1,1,4,6/18/19,169,mast,NA,420,NA,n,LKE,underground,0.831325301,22,NA,NA,NA,low predator,-5.5,6,16,0,0.735397158,0,NA,NA,9246,NA,-0.758404214,-0.063486544
751,23903,814,SU_2019,SUX,2019,chickadee,-8.17,-8.5,17,1,1,4,6/18/19,169,mast,NA,420,NA,n,LSM,grass,0.831325301,22,NA,NA,NA,low predator,-8.5,6,17,0,0.735397158,0,NA,NA,9251,NA,1.612047382,2.270846204
752,23903,813,SU_2019,SUX,2019,chickadee,-8.17,-8.5,17,2,1,4,7/30/19,211,mast,NA,420,NA,n,AnD,grass,0.831325301,22,NA,NA,NA,low predator,-8.5,7,17,0,0.735397158,0,NA,NA,9348,NA,1.612047382,2.270846204
753,23903,812,SU_2019,SUX,2019,chickadee,-8.17,-8.5,17,2,2,4,8/25/19,237,mast,NA,420,NA,n,AJH,wbr,0.831325301,22,NA,NA,NA,low predator,-8.5,8,17,0.188349045,0.735397158,0,NA,NA,9348,NA,1.612047382,2.270846204
756,23931,823,RR_2019,RR,2019,rattle,C2/B2,NA,NA,2,2,6,9/5/19,248,mast,NA,420,NA,n,AJH,wbr,NA,22,NA,NA,NA,low predator,NA,9,NA,0,0.735397158,0,NA,NA,9372,NA,1.189379476,-2.481391181
757,23931,824,RR_2019,RR,2019,rattle,C5./B2,NA,NA,2,1,6,8/13/19,225,mast,NA,420,NA,n,SRT,wbr,NA,22,NA,NA,NA,low predator,NA,8,NA,0,0.735397158,0,NA,NA,9372,NA,1.189379476,-2.481391181
758,23931,35,RR_2019,RR,2019,rattle,B2,B.0,2,1,1,5,6/24/19,175,mast,NA,420,NA,n,SRT,grass,NA,22,NA,NA,NA,low predator,2,6,2,0,0.735397158,0,NA,NA,9268,NA,1.189379476,-2.481391181
760,24002,563,KL_2021,KL,2021,control,n1.,n.4,1.1,1,2,3,5/26/21,146,nonmast,540,420,NA,n,KAC/SEL,wbr,12.98809524,36,NA,1,2,low predator,18.4,5,1.1,0.37669809,0.735397158,0.188349045,4.418144407,4,9847,NA,0.584551373,2.159216882
761,24002,833,KL_2022,KL,2022,NA,n1.?,NA,NA,2,1,2,8/29/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,3,high predator,NA,8,NA,0,0.735397158,0,NA,9,NA,NA,0.584551373,2.159216882
762,24002,834,KL_2022,KL,2022,NA,n1.,NA,NA,1,1,4,6/10/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,3,high predator,NA,6,NA,0,0.735397158,0,NA,9,NA,NA,0.584551373,2.159216882
771,24265,28,BT_2020,BT,2020,chickadee,B1.,B.0,1.5,1,1,3,5/4/20,125,nonmast,NA,420,NA,n,AMS,bucket,NA,13,0,0,1,low predator,2,5,1.5,0.941745225,0.735397158,0,NA,1,9777,NA,2.315908775,1.509817109
775,24360,323,JO_2020,JO,2020,rattle,K.10.,L.0,10,1,1,3,4/15/20,106,nonmast,300,300,360,y,AMS,grass ball,374.2142857,13,NA,NA,1,low predator,12,4,10,0,-0.144448568,0,1.077032961,1,9765,NA,1.105475936,1.283546618
777,24384,237,JO_2020,JO,2020,rattle,F.4.,F.3,4.7,1,1,4,4/2/20,93,nonmast,NA,420,NA,n,AnD/AMS,grass,374.2142857,13,NA,NA,1,low predator,9.3,4,4.7,0,0.735397158,0,NA,1,9655,NA,-2.740497735,1.221184634
778,24417,682,JO_2020,JO,2020,rattle,T.1,T.9,1,1,1,3,5/12/20,133,nonmast,180,180,NA,y,AMS,bucket,374.2142857,13,0,0,1,low predator,29.9,5,1,0,-1.024294293,0,9.2,1,9802,NA,3.874808504,-2.471369072
829,24897,867,JO_2022,JO,2022,NA,K10.,NA,NA,1,1,4,6/25/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-0.889744869,0.170717687
830,24897,866,JO_2022,JO,2022,NA,K10.,NA,NA,2,1,4,8/4/22,NA,mast,240,240,NA,y,NA,NA,0,305,NA,NA,2,high predator,NA,8,NA,0,-0.58437143,0,NA,4,NA,NA,-0.889744869,0.170717687
832,24940,868,SU_2022,SU,2022,NA,0.3,NA,NA,1,1,5,6/13/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-1.00397391,-2.487401242
868,25140,885,JO_2022,JO,2022,NA,Q9,NA,NA,2,2,2,8/23/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,8,NA,0,0.735397158,0,NA,4,NA,NA,1.011812906,1.854193551
883,25186,186,KL_2021,KL,2021,control,F17,F.2,17,2,2,2,7/10/21,191,nonmast,NA,420,NA,n,SEL,wbr,12.98809524,36,NA,0,1,low predator,8.2,7,17,0,0.735397158,0,2.2,1,9910,NA,1.670308642,2.280764664
884,25186,894,KL_2022,KL,2022,NA,F17,NA,NA,1,2,4,7/16/22,NA,mast,NA,NA,NA,y,NA,NA,0.119047619,305,NA,NA,2,high predator,NA,7,NA,0,NA,0,NA,4,NA,NA,1.670308642,2.280764664
885,25186,830,KL_2022,KL,2022,NA,F17,NA,NA,1,1,5,6/20/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,36,NA,0,1,low predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,1.670308642,2.280764664
886,25186,425,KL_2021,KL,2021,control,F17,E.9,17.1,2,1,2,6/14/21,165,nonmast,NA,420,NA,n,LLR/SEL,grass,12.98809524,305,NA,NA,2,high predator,14.9,6,17.1,0,0.735397158,0,8.90056178,4,9910,NA,1.670308642,2.280764664
889,25195,579,JO_2021,JO,2021,rattle,L.11,K.7,11.9,1,1,3,5/12/21,132,nonmast,NA,420,NA,n,DKZ,ground,15.20238095,36,0,0,1,low predator,18.7,5,11.9,0.941745225,0.735397158,0.37669809,6.760177512,1,9877,NA,-1.09219404,0.081246917
893,25216,896,JO_2022,JO,2022,NA,F.10.,NA,NA,1,1,4,6/26/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-1.244880651,-2.470303998
894,25216,422,JO_2021,JO,2021,rattle,F.10.,G.7,10,1,2,3,5/27/21,147,nonmast,NA,420,NA,n,MBB,wbr,15.20238095,36,NA,NA,1,low predator,14.7,5,10,1.13009427,0.735397158,0.37669809,8.215229759,1,9881,NA,-1.244880651,-2.470303998
895,25216,238,JO_2021,JO,2021,rattle,F.10.,F.3,10.6,1,1,3,5/17/21,137,nonmast,NA,420,NA,n,MDM,grass,15.20238095,36,NA,NA,1,low predator,9.3,5,10.6,0.941745225,0.735397158,0.37669809,2.801785145,1,9881,NA,-1.244880651,-2.470303998
896,25216,895,JO_2022,JO,2022,NA,F.10.,NA,NA,2,1,3,9/5/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,9,NA,0,0.735397158,0,NA,4,NA,NA,-1.244880651,-2.470303998
901,25232,901,JO_2022,JO,2022,NA,R5.,NA,NA,2,2,3,9/10/22,NA,mast,60,60,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,9,NA,0,-1.904140018,0,NA,1,NA,NA,-0.327616287,-1.286189656
902,25232,903,JO_2022,JO,2022,NA,R5.,NA,NA,1,1,5,7/2/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-0.327616287,-1.286189656
903,25232,902,JO_2022,JO,2022,NA,R5.,NA,NA,2,1,3,8/22/22,NA,mast,NA,NA,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,8,NA,0,NA,0,NA,1,NA,NA,-0.327616287,-1.286189656
905,25239,907,KL_2022,KL,2022,NA,I11.,NA,NA,1,1,4,6/20/22,NA,mast,NA,NA,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,NA,0,NA,1,NA,NA,2.073478867,-1.399984236
906,25239,905,KL_2022,KL,2022,NA,I11.,NA,NA,2,2,5,8/28/22,NA,mast,180,180,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.024294293,0,NA,1,NA,NA,2.073478867,-1.399984236
907,25239,906,KL_2022,KL,2022,NA,I11.,NA,NA,2,1,5,8/22/22,NA,mast,120,120,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.464217156,0,NA,1,NA,NA,2.073478867,-1.399984236
908,25245,908,KL_2022,KL,2022,NA,A10.?,NA,NA,1,2,1,7/23/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,2.130268478,-0.025047174
909,25245,909,KL_2022,KL,2022,NA,J.5,NA,NA,1,1,5,6/28/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,2.130268478,-0.025047174
910,25275,910,KL_2022,KL,2022,NA,I2.,NA,NA,1,2,6,8/1/22,NA,mast,120,120,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.464217156,0,NA,1,NA,NA,-2.790846029,-2.487401242
911,25275,911,KL_2022,KL,2022,NA,I2.,NA,NA,1,1,6,7/2/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-2.790846029,-2.487401242
914,25290,914,KL_2022,KL,2022,NA,O.2.,NA,NA,1,1,4,6/8/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,2.461837319,0.289974789
917,25314,918,JO_2022,JO,2022,NA,F0,NA,NA,2,1,4,8/26/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,8,NA,0,0.735397158,0,NA,1,NA,NA,0.275701816,1.300258944
918,25314,919,JO_2022,JO,2022,NA,F0,NA,NA,1,1,5,6/26/22,NA,mast,300,300,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,6,NA,0,-0.144448568,0,NA,1,NA,NA,0.275701816,1.300258944
919,25314,917,JO_2022,JO,2022,NA,E1.,NA,NA,2,2,3,9/18/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,9,NA,0,0.735397158,0,NA,1,NA,NA,0.275701816,1.300258944
922,25334,922,KL_2022,KL,2022,NA,-11,NA,NA,1,1,5,6/23/22,NA,mast,NA,NA,NA,NA,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,NA,0,NA,1,NA,NA,-1.215058635,-0.101954105
923,25342,924,SU_2022,SU,2022,NA,A7,NA,NA,1,1,1,6/28/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,-1.138793093,0.165837048
924,25342,923,SU_2022,SU,2022,NA,A7,NA,NA,1,2,1,7/23/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-1.138793093,0.165837048